hpx,n,gflux,bpflux,rpflux
10444,460,6.41418109905599E8,2.3280552159423673E8,6.231641299524838E8
6296,114,2.7151794128986645E8,1.4912655088229913E8,1.8463117940719596E8
9125,83,1.751471665394165E8,8.368846725468838E7,1.3332841992716898E8
12036,143,2.5228803381220627E8,1.3024272512530653E8,1.8015776713473448E8
10578,896,1.0638570736185465E9,5.2313598932171154E8,8.183430869422016E8
6733,79,2.0641589707673672E8,1.1368415905652702E8,1.3475543782149893E8
4373,104,2.0918561429219806E8,1.0985158128578007E8,1.4583881510478044E8
8543,184,2.5526321134734735E8,1.2211372195546223E8,1.9240082203518116E8
11947,921,1.0010288476713645E9,4.58746953873092E8,8.046253920198156E8
9789,399,4.4352653888566244E8,2.1390286128328854E8,3.346663623775176E8
9341,940,1.219534424239409E9,5.830228912974513E8,9.58950556063053E8
6806,95,1.1232432245683788E8,5.746597960980201E7,7.789449012719917E7
10467,549,7.58603460882363E8,3.170856235116181E8,6.673129821315771E8
5898,223,4.849213308134032E8,2.501247006307117E8,3.4686854261347175E8
10462,789,9.440016029886428E8,4.3178166323874885E8,7.672958368292375E8
6467,107,3.0257662319374967E8,1.5640697394875634E8,2.1782332250435513E8
5710,241,4.114025783914723E8,2.216444252479873E8,2.919901482830582E8
6693,138,2.1805185968039373E8,1.070253997051521E8,1.6380593150287062E8
1705,354,5.009019040755629E8,2.478616270539348E8,3.736279223361516E8
7341,227,2.7919326177747476E8,1.0987177299033876E8,2.662044208439177E8
1964,202,2.2337018934663478E8,1.1285493187036248E8,1.6263251934521323E8
10272,258,3.862536785956326E8,1.6061458039058703E8,3.3378132465045375E8
8279,182,3.469319342731137E8,1.5656172836133882E8,2.853930511648345E8
5904,506,6.350016589481357E8,3.1513498031475323E8,4.838685063812604E8
8519,177,3.929762711420106E8,1.5494211853092393E8,3.549919088511848E8
9722,199,2.6452536144956973E8,1.2396293815560523E8,2.0504460868387988E8
10835,433,6.105540791562481E8,2.7335739082786345E8,4.9510064324961275E8
5117,204,2.8976415930621153E8,1.4553326535545206E8,2.2060554644525334E8
1986,134,2.629726350804837E8,1.2219522675287098E8,2.0317983882376215E8
1822,104,1.2450784845424509E8,6.277080324615534E7,8.985242102787097E7
11017,324,4.969355652091778E8,2.314002501298514E8,4.01817002272423E8
3185,246,4.206608173534205E8,2.0027539994737133E8,3.235647943645903E8
1442,99,1.7013637044252655E8,9.191601021632932E7,1.1411750654561187E8
4683,100,1.6182378255582672E8,7.075674238194159E7,1.3485222489818162E8
1422,87,1.3379003060096447E8,6.88978833676872E7,9.44951575268294E7
5183,243,4.4725515245244426E8,2.2666072176887542E8,3.292728665580442E8
7645,652,8.568238008936327E8,3.686701191193411E8,7.251984166478168E8
9069,93,1.2652232133602235E8,6.766809138232096E7,8.660577244238794E7
5802,85,1.0359592104681882E8,5.655105874184634E7,7.717652654303022E7
6297,108,1.6737922116740718E8,8.168636848842531E7,1.2513878571796137E8
4464,93,2.12392197154004E8,1.1623107631197648E8,1.4033277131239578E8
6568,79,1.7750740476960057E8,8.773339486307628E7,1.2942873378365414E8
4030,201,2.944310484695957E8,1.5719934439781997E8,2.0094545751597124E8
1717,254,4.166940342806615E8,2.0299392360221985E8,3.181953877384374E8
2357,126,2.9588614134453845E8,1.4087722250736287E8,2.2527119496189228E8
4146,83,1.6024468936487034E8,8.764580793470834E7,1.059439356301259E8
10004,278,4.955285653627303E8,2.5441339166254273E8,3.636659775743268E8
8373,117,2.0443216586055815E8,9.066703008723147E7,1.661732899448929E8
4265,93,1.6505110665021464E8,8.132631560161498E7,1.2049267433091703E8
817,286,4.943147739381519E8,2.244091818530707E8,4.0862375190588E8
5218,309,4.479031692882316E8,2.2261178448988545E8,3.384936915145504E8
11278,174,2.68175205205537E8,1.2600832679179639E8,2.2202721730919036E8
10469,643,7.778925623656477E8,3.408658142166718E8,6.633427712244058E8
2043,177,2.5033939676749507E8,1.2021089178865547E8,2.1420592200879547E8
3369,296,5.601187068734947E8,2.538006124233054E8,4.524273458406253E8
9035,89,1.979231397746239E8,1.0451445298225789E8,1.3514770714918718E8
2466,90,1.9396962708041042E8,1.0281552984780394E8,1.366968271196543E8
3941,306,4.9701820781821674E8,2.3199516259168303E8,3.9584626752106434E8
6000,471,6.342534713580031E8,3.3066922874240375E8,4.4651346952187115E8
2047,144,1.8816508798850006E8,9.57217351930421E7,1.338014408195882E8
841,340,4.087716556225603E8,1.7670003705135286E8,3.444511631790995E8
8281,192,2.430778511393069E8,1.2330881216681308E8,1.785476690287703E8
4362,88,1.9173945942577153E8,1.0233308678016284E8,1.3012413406620508E8
5580,425,4.814303196070781E8,2.491164141193894E8,3.4182680844254225E8
260,149,2.944298056073153E8,1.4878183262738287E8,2.227319136105532E8
8540,197,2.90284025145335E8,1.541211836253788E8,2.0248597039829496E8
5284,164,2.9491673776413184E8,1.5181065278833225E8,2.324029810639129E8
9842,488,7.720058432751166E8,3.881882011782494E8,6.085620541421782E8
721,410,5.216632069783185E8,2.4568291947960734E8,4.127587505659099E8
7550,443,4.8054398695098764E8,2.2612108141868186E8,3.733939093538437E8
3524,426,6.14048654067515E8,3.031839199329427E8,4.571677340809264E8
197,158,3.116523807158738E8,1.4663392817967305E8,2.402127828916476E8
656,225,3.0841255664316803E8,1.564850585198354E8,2.2454141109788007E8
2770,90,1.7126640840089813E8,9.017801162894115E7,1.2042010431967123E8
5252,171,2.883839692803912E8,1.4853937097321507E8,2.027702708429195E8
4295,87,1.1743931416907862E8,6.1898366217251055E7,8.091398368231332E7
4700,94,1.327341595232725E8,6.120518413240376E7,1.0594683971813801E8
5443,406,6.381867745093412E8,3.3558010290050673E8,4.5222197349231505E8
1555,200,4.9093013322698194E8,2.625482379345769E8,3.3220602252843934E8
11623,93,1.4641053118638968E8,7.449032278539528E7,1.0921604165918702E8
11677,117,2.355789554721827E8,1.2613678337900141E8,1.7155590417494333E8
9847,783,1.0608261052503157E9,5.1601955112722653E8,8.126535907410375E8
5798,96,1.7384565925466684E8,9.256802946101612E7,1.1916217638042714E8
34,101,1.6569600199054313E8,8.257259562008274E7,1.2659775944045353E8
6055,189,2.526275198155202E8,1.0233783137278362E8,2.223606676080634E8
9500,676,7.881228190580306E8,3.756289153068552E8,6.110011621667672E8
5174,239,3.440958237793721E8,1.7343442803000557E8,2.510570327963589E8
6671,104,1.8199504335503432E8,8.07915828099275E7,1.4727964830375502E8
11218,137,2.0028410946436688E8,9.868318387313247E7,1.484286680002917E8
1838,122,2.147130862939734E8,1.0960959438395333E8,1.5416071137752837E8
8290,135,2.913644993661041E8,1.3927273975658324E8,2.2523447384026068E8
7657,357,6.570619742748371E8,2.8120817100252336E8,5.593460848817841E8
8694,117,2.2508973859745747E8,1.2390700335683411E8,1.5324011857574585E8
348,350,5.1957795603176826E8,2.3978958226708195E8,4.1586901034959185E8
7738,137,2.3033086973581812E8,1.0715234390077616E8,1.8107841111136734E8
3230,587,7.461432969496855E8,3.551102437948841E8,5.804935325309188E8
10945,294,4.085717381717257E8,2.0247505696346125E8,3.071459141324433E8
7888,181,2.3874198771830928E8,1.057561004745992E8,1.9893246196870402E8
11589,96,1.3188883586266339E8,7.382701904388025E7,1.0190782702447008E8
2088,87,1.8295050209633696E8,1.0797235911202306E8,1.3130621374060436E8
80,117,2.552809885763434E8,1.2344749212192199E8,1.990115312268304E8
5266,196,3.3953317094839764E8,1.59672513624895E8,2.607691994606198E8
10722,418,6.056139006292171E8,2.844019260340809E8,5.097845062415476E8
7808,138,2.5466648866081452E8,1.0849783855879319E8,2.150794827996174E8
2505,130,1.6814400446422294E8,8.503900914848036E7,1.1998366263346575E8
3999,205,3.093798542360889E8,1.4744135715790355E8,2.3637987080991605E8
1952,189,3.637328012778146E8,1.6098855935651603E8,3.021913909540852E8
6632,77,1.9645518182262224E8,9.193771013620575E7,1.7157326052940783E8
9883,333,4.870297835966468E8,2.3700088577103063E8,3.740232331343155E8
6854,97,1.9729552264874917E8,9.522167628193903E7,1.4624499708195806E8
8482,128,2.900610586410409E8,1.5183149425975782E8,2.0204054625720957E8
6894,85,1.6993652346223074E8,8.10501658552412E7,1.3091667743008152E8
8266,152,2.29739741221528E8,1.1000007722829165E8,1.7094924246753475E8
3169,243,3.5310172427326846E8,1.6734863767789817E8,2.780498405403323E8
8570,143,2.2657565811428124E8,1.0970302288488075E8,1.6900941128568938E8
11593,93,1.7223379131081173E8,7.672728512286897E7,1.378220491213164E8
7234,630,6.977277518271116E8,2.528197936060392E8,6.660859349896637E8
11077,328,5.379463996715094E8,2.3343921712332678E8,4.633290371079871E8
4357,86,2.5394858183277193E8,1.2430001665734106E8,1.967217442392972E8
2847,108,1.73885225517715E8,8.228305812560526E7,1.3246025942016333E8
8720,102,1.3117057658728136E8,6.442476440800674E7,9.741799441795574E7
11669,118,2.2869231705656677E8,1.1607371336424123E8,1.6822225384025317E8
3031,174,3.124674327173172E8,1.5278300729520535E8,2.3972828080789992E8
2977,83,1.3664508301501286E8,7.502838119155301E7,9.40765217173389E7
10515,645,8.371414340982472E8,4.3086606733654034E8,6.465024887696517E8
4914,98,1.686696810452028E8,8.350041090105616E7,1.234165446828729E8
3443,346,5.589241693676088E8,2.565960288228578E8,4.4590714166956156E8
597,317,4.972154057220298E8,2.3695756822951993E8,3.800372680082853E8
12179,240,3.7838796717006606E8,1.738858562650412E8,2.9755297638413894E8
11710,129,2.9966246627180535E8,1.3754684414488146E8,2.3487820122944894E8
2202,94,2.1611007338640723E8,1.0114134187945935E8,1.7017462248043206E8
2388,203,3.067563197792402E8,1.4903678971002793E8,2.2219070131047514E8
7587,177,3.4050490513920766E8,1.883503896050842E8,2.7926125731846666E8
8507,128,1.95627662767104E8,9.960798833905785E7,1.4083311605519223E8
1592,241,3.77787412626416E8,1.8864420810194242E8,2.8288767990557003E8
408,234,3.852746611682012E8,1.743489277788667E8,3.130641145622876E8
2458,112,2.087263435745403E8,1.02536690926045E8,1.5544180180869833E8
6377,99,1.363334636892897E8,7.285154185471489E7,9.609043258760561E7
10354,939,1.1832580050206614E9,5.369071811270385E8,9.633697582481887E8
2240,93,1.0861994223854394E8,5.3130669332720906E7,8.431694381901191E7
305,184,2.327801225430842E8,9.15644996731769E7,2.1178293541839796E8
3457,336,4.8732255808931744E8,2.3946597618234745E8,3.6705785300834274E8
767,362,6.330770323645732E8,2.9181463467584085E8,5.0622524994149804E8
10716,694,7.176559036913826E8,3.089641994940046E8,6.034714697633808E8
152,103,1.5680076596259302E8,7.080589941491655E7,1.2542829446101025E8
5039,164,2.39601671559624E8,1.1193988875523186E8,1.846651137532307E8
1162,267,3.875266730601826E8,1.9511033659269613E8,2.8713146166330487E8
4457,86,1.7577106991354412E8,8.351858734188795E7,1.3519073424011755E8
5966,507,7.41487226715786E8,3.722521611043119E8,5.47366415152375E8
1319,96,2.5242600696833116E8,1.093096526127464E8,2.1110986933940664E8
8819,102,1.8314936914660546E8,8.738862547870265E7,1.3761011390281183E8
3481,525,7.062212422079824E8,3.462064627224193E8,5.454843149807168E8
10639,670,7.117333759868577E8,3.2992425643279475E8,6.099085980329585E8
8681,113,1.950704617626118E8,9.067048140900871E7,1.5362982849798492E8
10644,487,5.616924393295523E8,2.3132579492404547E8,5.008380883043265E8
6209,136,2.3825065557227618E8,1.1542017636542118E8,1.8038695037203053E8
9916,322,4.7604161762840056E8,2.3356918321868783E8,3.5867799564936686E8
8627,132,2.1452091185867786E8,1.0688773177183798E8,1.5679059531485924E8
868,191,2.3403605817401132E8,1.0743206368120952E8,1.9562218832951123E8
3627,489,7.262796414102848E8,3.5963262795427704E8,5.546216927997066E8
3294,537,7.353237349673804E8,3.4587958351116425E8,5.932643455104274E8
6079,259,2.972809900823115E8,1.3733064193537506E8,2.367756445720718E8
10687,362,5.329303421176248E8,2.5301471589535075E8,4.37439710866971E8
5242,416,6.824121943727505E8,3.468428493063782E8,4.986235877955551E8
6234,136,2.3561208775871933E8,1.1176994609469546E8,1.9164360313896534E8
816,219,3.1394726694799256E8,1.4483820938010883E8,2.5694793171714342E8
9237,305,4.264382652215153E8,1.726422361727379E8,3.8312918672315663E8
3247,619,7.589969354488287E8,3.523190590477568E8,6.299351603597755E8
5546,337,5.23045273167368E8,2.4170144095891535E8,4.133302552062744E8
4937,105,1.8431178721420643E8,8.337836562985472E7,1.5110274537997934E8
9393,314,5.504937582413526E8,2.7760862643620145E8,4.0528517133440423E8
5714,288,6.78020507080927E8,4.526448561918562E8,4.0269542548118436E8
1691,249,4.235623021120608E8,2.148388176714285E8,3.1298377263822824E8
7347,327,4.938734439738538E8,2.166878789051295E8,4.2014853974322724E8
9732,237,3.026843927860898E8,1.5387713440600148E8,2.383083223505596E8
4359,96,1.3450815350921652E8,7.499445343569404E7,9.897538839881481E7
23,69,1.598161928436948E8,7.803624351916955E7,1.2087386363679719E8
4596,109,1.8330581003310543E8,8.65535608120178E7,1.3931544285780495E8
5843,243,4.6133066455754346E8,2.337794406252223E8,3.5552568801888996E8
10677,371,5.97098942085181E8,2.4512756192086905E8,5.2086777109037644E8
4533,112,2.0572318412285987E8,1.1106273321629353E8,1.409720812466107E8
782,357,4.76059093999705E8,2.1847179506603426E8,3.842791874752228E8
3683,737,9.153823209420451E8,4.608229063171243E8,6.869687101941422E8
7431,343,4.5577757023790705E8,1.9707179960739234E8,3.8273029285897124E8
9053,143,2.792007616487425E8,1.4752459173023343E8,1.9525885303827503E8
4258,102,1.7728416776417434E8,8.547624553424548E7,1.3240389207708816E8
9656,419,6.082647000868245E8,2.947294417041607E8,4.626413135095667E8
3667,435,6.718079998939744E8,4.1915316678039205E8,4.76855113469913E8
630,387,6.961636929862088E8,3.305774431711717E8,6.089229231012132E8
12258,258,4.0046422060801244E8,1.87191551672984E8,3.1114653092200893E8
430,396,5.911571788219339E8,2.7874011140678644E8,4.6201328075710064E8
8628,126,1.8287144498979646E8,9.35859792023755E7,1.2948809220646195E8
8742,92,2.4353423235321832E8,1.4881132371829394E8,1.7509179867111817E8
6766,97,2.0492743244336373E8,9.939007610451941E7,1.5641426671206522E8
1041,114,2.7332264336621624E8,1.3883314217578602E8,2.145164746965579E8
11991,232,4.144006988989789E8,1.848578979826571E8,3.360983153931263E8
7359,169,3.2197267610815316E8,1.185569417545446E8,3.1819991331619394E8
3916,450,6.03539132570637E8,3.078011831725547E8,4.479147711284294E8
8223,132,1.7117017882312724E8,7.50000434479664E7,1.4171874415766263E8
3877,371,5.911069143865781E8,2.6441956265478763E8,4.854388837552977E8
3485,466,6.64661748172807E8,3.1312815349562615E8,5.682339000283903E8
11316,155,2.744750751254503E8,1.2504023269706942E8,2.2160703588397226E8
3374,335,4.1725945800723404E8,2.051295863614751E8,3.156392179301697E8
8314,124,2.1699155629687944E8,9.960536667471156E7,1.7897822670705283E8
11527,121,2.3291013855297428E8,1.1385731247785905E8,1.747559972053829E8
9981,845,9.891919960138197E8,5.1558055557014054E8,7.15116263675111E8
8283,149,1.827653082506429E8,9.352242464053488E7,1.3322940015921149E8
9953,495,7.050751111810575E8,3.293670734295876E8,5.5973731630253E8
6332,113,2.7721073502796656E8,1.3394165158649114E8,2.1012049046266088E8
9252,246,3.7290944774415886E8,1.7462744292181396E8,2.910895907660767E8
7995,314,4.902257550008786E8,2.5995274135281536E8,4.3293195755687666E8
7661,362,4.713351425285242E8,1.9831031924709E8,4.1297979721392906E8
11110,174,2.1029712753942874E8,1.0061574273464331E8,1.59872052881396E8
9338,835,1.0018840918450006E9,4.834596949356339E8,7.74100017047448E8
248,207,3.138319401007189E8,1.5766318047684285E8,2.2633754802898568E8
9239,193,3.1456750642791396E8,1.4479407035420108E8,2.531861065908929E8
6994,83,8.625037911651091E7,4.4397136967548534E7,6.16419313313271E7
178,114,2.025798049915975E8,8.545236119165272E7,1.7250236560128284E8
1582,293,4.056228727014606E8,1.998700366942611E8,3.001804402936394E8
11241,104,1.4734066436284208E8,6.438466192361472E7,1.1948770654215845E8
9820,474,8.04772998678546E8,4.418030912033331E8,5.85243313105937E8
11817,418,5.819271805412178E8,2.4414350038650095E8,4.931187092279146E8
11358,129,2.2616461062512618E8,1.1599410417605613E8,1.6896607806868944E8
3818,229,3.3361372323051417E8,1.6589558306837815E8,2.441846430272334E8
8101,190,1.9232568506211764E8,8.51129603949031E7,1.5359359457854295E8
4727,101,1.8574096623322833E8,9.827068128194693E7,1.2841946343402922E8
1724,286,3.492515722239342E8,1.7273138042949212E8,2.5895401555012786E8
504,194,3.460453458241152E8,1.5187787101547387E8,2.8787389943010414E8
1861,88,1.1571986688164683E8,6.2317648594203725E7,7.960195282767592E7
907,474,6.997351066387701E8,3.212274791489139E8,5.757656186339161E8
5776,122,2.1205787108334085E8,1.139016104734821E8,1.4249376896945694E8
8781,84,1.2276286217641684E8,5.871430039930969E7,9.219296456673044E7
7423,298,3.185312224993599E8,1.2071947626648927E8,2.9535227348229635E8
6872,94,1.7390854174356055E8,8.535108807607053E7,1.3702052164968875E8
1587,235,3.867651761251503E8,1.8353462511697164E8,2.953369201421668E8
7818,127,1.654915412770343E8,7.237280301791131E7,1.42104412182544E8
9976,720,1.0149393551873329E9,5.524545386032125E8,7.185147623990018E8
8739,90,1.0796826892927633E8,5.487705506790176E7,8.378694429769045E7
6705,113,1.8043549605202E8,8.919076464783931E7,1.3634066492791638E8
8317,154,2.4764546636390066E8,1.2086429365799263E8,1.8449194086875987E8
3508,696,7.414458398252684E8,3.6292799299693334E8,5.612062561919107E8
5615,432,6.351726853034095E8,2.993109513703787E8,5.125612877620768E8
10787,596,7.159463083997197E8,3.242062016331366E8,5.831350475606045E8
8524,159,3.1710791353774303E8,1.6912579373199397E8,2.3559586949413362E8
78,147,2.3767084430246285E8,1.2047982719999923E8,1.793680979685424E8
11170,134,2.1361126882218543E8,9.833127159793437E7,1.693707262680486E8
10917,240,3.4974992239404976E8,1.5598498391970295E8,2.889325093721493E8
10014,274,3.3918961021033555E8,1.5939949100759616E8,2.668540496607488E8
10132,272,3.406137464038039E8,1.6301527348507774E8,2.6061974233954963E8
11016,369,5.126703397662495E8,2.3227464465992507E8,4.168158701609737E8
386,133,2.3932690045918372E8,9.887197979147582E7,2.0690854474737883E8
8763,76,1.4000638024400628E8,8.0301778395859E7,9.637763638134255E7
7671,766,7.243855781195877E8,3.039903089321517E8,6.362205645180088E8
12264,256,3.899103227155743E8,1.8097136857750383E8,3.0789912955293304E8
2797,90,1.3265209411705504E8,6.703305759103328E7,9.465548407794999E7
8186,223,3.6436113781811005E8,1.700400735295968E8,2.8362004018744415E8
11867,216,3.984853976235276E8,1.728392479366078E8,3.415090245097968E8
883,279,5.0744772406946623E8,2.31098561617327E8,4.044645598678404E8
6037,501,7.923270318746537E8,3.852467480186324E8,6.384461696792659E8
12140,156,2.2059102145976114E8,1.0510545965476684E8,1.6779943722646192E8
12157,141,2.258374506384937E8,1.1052444408732478E8,1.7022162128733647E8
3401,231,3.4976287125377566E8,1.5914330774739763E8,2.813459149585177E8
10278,393,4.7741306546705204E8,2.1523985345820716E8,3.8727145860059726E8
10194,179,2.5782609359420544E8,1.255513557227872E8,1.9093087150497854E8
3706,576,6.51327869541045E8,3.021241069825152E8,5.124001418936237E8
2899,148,1.9627529880797654E8,9.80940057064113E7,1.4462803381530878E8
12076,202,3.204991306428859E8,1.513624049022245E8,2.5884203600820827E8
703,509,8.140780196165472E8,4.011455580165459E8,6.256426948231245E8
11284,173,2.1517698606655413E8,1.0250455545397699E8,1.6382061136994967E8
2092,87,1.608976013722318E8,8.26112303406901E7,1.1403174899296837E8
56,107,2.0549592591256338E8,9.414297039933747E7,1.6412479258696824E8
2262,92,1.1352231662151676E8,5.3373780519293815E7,8.753788939794439E7
3468,410,5.567118893510107E8,2.707816801424154E8,4.2374899051471704E8
10921,273,4.009642888733723E8,1.86900026531692E8,3.2044340301589626E8
8773,98,1.7378124746295112E8,8.356094866563407E7,1.3019281393075426E8
1412,100,1.402481855345553E8,6.502661704130165E7,1.0925098253294456E8
9046,130,2.6428266263698265E8,1.2466917255274245E8,2.064709561809243E8
8741,92,1.3371168708985794E8,6.942640707457739E7,9.874225354439597E7
10694,366,5.207745642550795E8,2.2372063418279865E8,4.508597248651909E8
5062,116,1.6792594193186346E8,8.196129670056169E7,1.2745573535434605E8
3784,381,5.0155867195928735E8,2.3222485057311463E8,3.9328891391431427E8
5077,171,2.6062525499691403E8,1.2320593417253825E8,2.0263100223568523E8
10495,517,6.702085921812854E8,3.0230852393812084E8,5.611061562073085E8
4982,124,2.093523941125603E8,1.0126769356191793E8,1.5777854111955717E8
7061,74,1.2131259048827803E8,6.126776937910559E7,9.094169875261663E7
10843,311,5.336857625260981E8,2.3635447005023724E8,4.4681598944517463E8
609,320,5.2812661177764595E8,2.672983565147159E8,3.794334930385571E8
914,473,6.405245564054276E8,2.919509751434881E8,5.308104911475005E8
8039,421,5.3322111030331016E8,2.539380994353062E8,4.19516276936404E8
9791,399,5.579745800438474E8,2.496735526645606E8,4.5142731368405485E8
1187,229,4.846197039998063E8,2.1573842220001438E8,3.920889477475347E8
7098,78,1.743260483978046E8,8.682279162456712E7,1.2581582755588438E8
1393,73,2.0616935356845024E8,1.1121872928465764E8,1.5124773783571795E8
6008,510,6.950611358250563E8,3.4428847459070534E8,5.2653404142017394E8
6090,428,7.24620045588135E8,3.548121876245299E8,5.515530583165884E8
10824,486,6.578786995491366E8,3.0502574266952544E8,5.318213138409945E8
713,348,5.618437551319423E8,2.9588575002581173E8,4.0528362261468905E8
4882,83,1.5660096335172415E8,7.784986616634277E7,1.1668821662648508E8
10382,735,7.934927606370518E8,3.43243251997807E8,6.71807614334719E8
8573,192,3.048783793479168E8,1.5377873439318913E8,2.3626608426586688E8
2213,84,1.8400980022081447E8,8.858821999115296E7,1.3761868329468483E8
8007,495,6.702463478813251E8,2.891758395928755E8,5.686300103768975E8
1009,220,3.006027259785528E8,1.3866747329501307E8,2.3792691224617422E8
7807,219,2.718002439583307E8,1.2869228081419484E8,2.173945863494424E8
1345,79,1.5309554273097786E8,7.237641020385095E7,1.1835769879765657E8
1949,151,3.096328069984082E8,1.503099505105683E8,2.356292023326092E8
7560,359,4.1133428975162023E8,1.3476636081045064E8,4.219197923459365E8
4135,104,1.9967129090197077E8,9.920470813512896E7,1.468079717251387E8
10956,217,3.4859024863837576E8,1.6400160176769245E8,2.6736792445789987E8
8782,73,1.5521249182826036E8,8.228748433368918E7,1.0471434315589254E8
2728,67,2.058858015051134E8,1.1304120721626626E8,1.550733409714885E8
3023,138,2.6650606658719236E8,1.3002793406445216E8,2.0104333914895397E8
6380,96,1.5441866554118627E8,7.953252852097957E7,1.0929843027687015E8
11196,117,1.8430522007060343E8,8.333658174152917E7,1.4724536038652384E8
4194,96,2.0746232002206847E8,1.103101298650393E8,1.5730914877932924E8
11438,299,3.9461457091781497E8,1.8686232662277186E8,3.033659822446516E8
537,159,2.4287561702176747E8,1.2102426165052262E8,1.793341618058029E8
6382,96,1.527349754225962E8,7.629565376239574E7,1.099425897050334E8
9707,244,4.178654449978163E8,1.9885667705398336E8,3.173864041185782E8
11783,282,3.816276945989402E8,1.7677515366975534E8,2.999375803876862E8
5841,198,3.1745813851381236E8,1.492895326423903E8,2.471912053052118E8
7949,388,5.2030831757883465E8,2.1312091247662547E8,4.529393243305569E8
11691,158,2.23878921573347E8,1.0721119644199099E8,1.71052854302994E8
7618,571,5.991430474310108E8,2.3122292999710622E8,5.516433662405499E8
1347,65,1.2462163438017453E8,5.836494206129976E7,9.571363089616175E7
6288,139,2.3855854616292748E8,1.1578382282462116E8,1.792033102941586E8
6814,115,1.7424563115545258E8,8.871973759932005E7,1.2360492233924083E8
3243,450,5.872770801310465E8,2.5008744825331658E8,5.0694696140460056E8
5278,218,3.495467477564177E8,1.703512248247171E8,2.6421500176839355E8
11404,265,3.735745436309747E8,1.8585404563686475E8,2.782970025738391E8
6848,107,2.206129965103589E8,1.0771274550070035E8,1.6308291007882982E8
5314,277,4.442965647159845E8,2.2966979487992364E8,3.129946255730178E8
3155,194,3.1384430494782627E8,1.6207667516097233E8,2.2562489015496466E8
6553,97,2.1007618319582802E8,9.226677894174229E7,1.7310895381143668E8
10052,198,3.7546152273378414E8,1.8151062565588108E8,3.0555685545161283E8
2140,110,1.799068430454698E8,7.956437374835818E7,1.4820128509093454E8
5623,261,3.5835493649470264E8,1.7157228034191552E8,2.7701599615808374E8
3879,355,4.627992286597763E8,2.3704212051089144E8,3.393378027693116E8
9618,530,7.538867882296605E8,3.5158573988104E8,6.014676045029864E8
7272,900,1.0649866141738913E9,4.9409783518213767E8,9.111242790477846E8
10678,283,3.465643292822225E8,1.6364813389498627E8,2.8093006086137146E8
4857,171,2.934364052443821E8,1.4998278686947072E8,2.1233573356739718E8
1935,147,2.4689603160436004E8,1.2239508588210545E8,1.880078601482032E8
1742,202,3.366063608759987E8,1.640823071207049E8,2.506390772021508E8
6871,84,1.031046855698857E8,4.806332821744781E7,8.111752377777989E7
6485,125,2.4751771118359798E8,1.2739891175070868E8,1.752297472984912E8
6284,125,1.9178803993989334E8,1.0090678505139014E8,1.3352546923388173E8
3110,330,4.3426001840981567E8,1.8980861031283087E8,3.6073004465041596E8
2320,163,2.3427546024021584E8,1.1164532683606532E8,1.847074376302234E8
5281,158,2.3284693333665842E8,1.2295447694442123E8,1.7130355835313094E8
11642,97,1.1951334817464064E8,5.7404843866292804E7,9.16898851469507E7
2788,72,1.2987306875117917E8,6.504579092007884E7,9.31964460228256E7
12128,160,2.2893261060552967E8,1.1444282576846041E8,1.6771315094746003E8
4689,98,1.6346832116565323E8,7.873844527829896E7,1.2380155378293937E8
3671,424,6.358097897332512E8,3.246902791006398E8,4.7194187373672605E8
11351,116,2.1747879100283974E8,1.0313954059191824E8,1.732663147537697E8
6636,70,1.0164747556805429E8,5.276697771338068E7,7.182163140603273E7
7627,466,5.784717803740447E8,2.4783108562943268E8,4.959203870917837E8
1146,97,2.0189936596083757E8,8.668657005846532E7,1.7111851466092986E8
1196,235,3.24867810256455E8,1.633197292056191E8,2.4442424349485314E8
7554,647,7.353076838767953E8,2.5334602655231977E8,7.262908419082742E8
12210,236,2.957202325483764E8,1.2563316492401566E8,2.4892344905365413E8
1493,93,1.8396224282121083E8,9.247438832025525E7,1.324457764062911E8
8033,400,4.947313958489441E8,2.0629216624048492E8,4.271657046010479E8
3607,835,1.1092603770375407E9,5.369396328151387E8,8.81819240868739E8
123,164,2.576613869593043E8,1.1605061731448892E8,2.1198671627035025E8
4070,198,3.811066415735717E8,1.6805706063712886E8,3.123179107276907E8
12052,151,2.094382454451227E8,1.1310415418064517E8,1.416958273009412E8
8261,216,3.3645465178067493E8,1.5565537996566704E8,2.6264831306852123E8
6455,97,1.9351036355079284E8,8.547207763476406E7,1.5973230812492904E8
5325,244,4.4538615254195315E8,2.1474805375040883E8,3.5179403424998426E8
6813,119,2.361373091981011E8,1.1851616822957921E8,1.738252456674908E8
7885,172,2.8332081037762874E8,1.3412350236670664E8,2.2148824398346788E8
7761,248,3.719776495416875E8,1.4129786088715163E8,3.4258506487018263E8
5249,162,2.2018639333115217E8,1.0216898553293087E8,1.7221361510485825E8
5586,307,4.5200177730967575E8,2.2941732801857156E8,3.377750619297602E8
9840,451,7.33959305950774E8,3.840037242937101E8,5.421526662987188E8
4667,98,1.6899429270021927E8,7.742837510294573E7,1.3439940653006518E8
11831,273,4.5605865628799206E8,2.0640890420826882E8,3.6933734077657455E8
809,570,6.852884376850548E8,3.3728483614838916E8,5.202970915146667E8
10137,379,6.414659618250678E8,2.944652260488487E8,5.220198702762576E8
7251,586,7.013280774214536E8,3.0356048286491483E8,5.86313270818262E8
9268,377,5.545434408559961E8,2.739172753997731E8,4.2874161598950773E8
